"customer_id","first_name","last_name","email","sum"
270,"Leah","Curtis","leah.curtis@sakilacustomer.org","75.81"
70,"Christina","Ramirez","christina.ramirez@sakilacustomer.org","75.83"
224,"Pearl","Garza","pearl.garza@sakilacustomer.org","76.78"
93,"Phyllis","Foster","phyllis.foster@sakilacustomer.org","76.80"
118,"Kim","Cruz","kim.cruz@sakilacustomer.org","76.80"
246,"Marian","Mendoza","marian.mendoza@sakilacustomer.org","76.82"
243,"Lydia","Burke","lydia.burke@sakilacustomer.org","77.77"
104,"Rita","Graham","rita.graham@sakilacustomer.org","77.78"
384,"Ernest","Stepp","ernest.stepp@sakilacustomer.org","77.79"
394,"Chris","Brothers","chris.brothers@sakilacustomer.org","77.80"
134,"Emma","Boyd","emma.boyd@sakilacustomer.org","77.81"
402,"Luis","Yanez","luis.yanez@sakilacustomer.org","77.81"
223,"Melinda","Fernandez","melinda.fernandez@sakilacustomer.org","77.84"
435,"Ricky","Shelby","ricky.shelby@sakilacustomer.org","78.77"
227,"Colleen","Burton","colleen.burton@sakilacustomer.org","78.78"
62,"Joan","Cooper","joan.cooper@sakilacustomer.org","78.79"
298,"Erika","Pena","erika.pena@sakilacustomer.org","78.79"
9,"Margaret","Moore","margaret.moore@sakilacustomer.org","78.80"
338,"Dennis","Gilman","dennis.gilman@sakilacustomer.org","78.80"
18,"Carol","Garcia","carol.garcia@sakilacustomer.org","78.81"
599,"Austin","Cintron","austin.cintron@sakilacustomer.org","78.82"
429,"Frederick","Isbell","frederick.isbell@sakilacustomer.org","78.84"
391,"Clarence","Gamez","clarence.gamez@sakilacustomer.org","79.75"
387,"Jesse","Schilling","jesse.schilling@sakilacustomer.org","79.78"
185,"Roberta","Harper","roberta.harper@sakilacustomer.org","79.80"
282,"Jenny","Castro","jenny.castro@sakilacustomer.org","79.80"
109,"Edna","West","edna.west@sakilacustomer.org","79.81"
304,"David","Royal","david.royal@sakilacustomer.org","79.81"
357,"Keith","Rico","keith.rico@sakilacustomer.org","80.77"
521,"Roland","South","roland.south@sakilacustomer.org","80.77"
287,"Becky","Miles","becky.miles@sakilacustomer.org","80.78"
290,"Kristina","Chambers","kristina.chambers@sakilacustomer.org","80.78"
184,"Vivian","Ruiz","vivian.ruiz@sakilacustomer.org","80.80"
316,"Steven","Curley","steven.curley@sakilacustomer.org","80.81"
205,"Eileen","Carr","eileen.carr@sakilacustomer.org","80.82"
449,"Oscar","Aquino","oscar.aquino@sakilacustomer.org","80.83"
311,"Paul","Trout","paul.trout@sakilacustomer.org","80.85"
151,"Megan","Palmer","megan.palmer@sakilacustomer.org","81.75"
215,"Jessie","Banks","jessie.banks@sakilacustomer.org","81.76"
527,"Cory","Meehan","cory.meehan@sakilacustomer.org","81.76"
4,"Barbara","Jones","barbara.jones@sakilacustomer.org","81.78"
534,"Christian","Jung","christian.jung@sakilacustomer.org","81.78"
165,"Lorraine","Stephens","lorraine.stephens@sakilacustomer.org","81.80"
312,"Mark","Rinehart","mark.rinehart@sakilacustomer.org","81.80"
174,"Yvonne","Watkins","yvonne.watkins@sakilacustomer.org","81.81"
308,"Thomas","Grigsby","thomas.grigsby@sakilacustomer.org","81.81"
322,"Jason","Morrissey","jason.morrissey@sakilacustomer.org","81.81"
483,"Vernon","Chapa","vernon.chapa@sakilacustomer.org","81.83"
524,"Jared","Ely","jared.ely@sakilacustomer.org","81.83"
498,"Gene","Sanborn","gene.sanborn@sakilacustomer.org","82.76"
564,"Bob","Pfeiffer","bob.pfeiffer@sakilacustomer.org","82.78"
496,"Tyler","Wren","tyler.wren@sakilacustomer.org","82.81"
340,"Patrick","Newsom","patrick.newsom@sakilacustomer.org","83.77"
598,"Wade","Delvalle","wade.delvalle@sakilacustomer.org","83.78"
440,"Bernard","Colby","bernard.colby@sakilacustomer.org","83.79"
143,"Leslie","Gordon","leslie.gordon@sakilacustomer.org","83.80"
480,"Corey","Hauser","corey.hauser@sakilacustomer.org","83.81"
140,"Eva","Ramos","eva.ramos@sakilacustomer.org","83.82"
6,"Jennifer","Davis","jennifer.davis@sakilacustomer.org","84.75"
299,"James","Gannon","james.gannon@sakilacustomer.org","84.79"
88,"Bonnie","Hughes","bonnie.hughes@sakilacustomer.org","84.80"
539,"Mathew","Bolin","mathew.bolin@sakilacustomer.org","84.80"
55,"Doris","Reed","doris.reed@sakilacustomer.org","84.81"
545,"Julio","Noland","julio.noland@sakilacustomer.org","84.81"
542,"Lonnie","Tirado","lonnie.tirado@sakilacustomer.org","84.84"
450,"Jay","Robb","jay.robb@sakilacustomer.org","85.75"
8,"Susan","Wilson","susan.wilson@sakilacustomer.org","85.77"
24,"Kimberly","Lee","kimberly.lee@sakilacustomer.org","85.77"
77,"Jane","Bennett","jane.bennett@sakilacustomer.org","85.77"
359,"Willie","Markham","willie.markham@sakilacustomer.org","85.78"
382,"Victor","Barkley","victor.barkley@sakilacustomer.org","85.78"
455,"Jon","Wiles","jon.wiles@sakilacustomer.org","85.78"
437,"Randall","Neumann","randall.neumann@sakilacustomer.org","85.80"
567,"Alfredo","Mcadams","alfredo.mcadams@sakilacustomer.org","85.80"
115,"Wendy","Harrison","wendy.harrison@sakilacustomer.org","86.73"
208,"Lucy","Wheeler","lucy.wheeler@sakilacustomer.org","86.75"
228,"Allison","Stanley","allison.stanley@sakilacustomer.org","86.75"
561,"Ian","Still","ian.still@sakilacustomer.org","86.75"
419,"Chad","Carbone","chad.carbone@sakilacustomer.org","86.76"
101,"Peggy","Myers","peggy.myers@sakilacustomer.org","86.77"
232,"Constance","Reid","constance.reid@sakilacustomer.org","86.77"
217,"Agnes","Bishop","agnes.bishop@sakilacustomer.org","86.79"
67,"Kelly","Torres","kelly.torres@sakilacustomer.org","86.80"
169,"Erica","Matthews","erica.matthews@sakilacustomer.org","86.80"
195,"Vanessa","Sims","vanessa.sims@sakilacustomer.org","86.81"
238,"Nellie","Garrett","nellie.garrett@sakilacustomer.org","86.81"
478,"Lewis","Lyman","lewis.lyman@sakilacustomer.org","86.81"
501,"Ruben","Geary","ruben.geary@sakilacustomer.org","86.81"
509,"Raul","Fortier","raul.fortier@sakilacustomer.org","86.82"
351,"Jack","Foust","jack.foust@sakilacustomer.org","87.77"
597,"Freddie","Duggan","freddie.duggan@sakilacustomer.org","87.77"
130,"Charlotte","Hunter","charlotte.hunter@sakilacustomer.org","87.78"
189,"Loretta","Carpenter","loretta.carpenter@sakilacustomer.org","87.79"
226,"Maureen","Little","maureen.little@sakilacustomer.org","87.79"
305,"Richard","Mccrary","richard.mccrary@sakilacustomer.org","87.80"
476,"Derrick","Bourque","derrick.bourque@sakilacustomer.org","87.80"
523,"Harvey","Guajardo","harvey.guajardo@sakilacustomer.org","87.80"
547,"Kurt","Emmons","kurt.emmons@sakilacustomer.org","87.80"
203,"Tara","Ryan","tara.ryan@sakilacustomer.org","87.81"
17,"Donna","Thompson","donna.thompson@sakilacustomer.org","87.82"
72,"Theresa","Watson","theresa.watson@sakilacustomer.org","88.73"
133,"Pauline","Henry","pauline.henry@sakilacustomer.org","88.75"
53,"Heather","Morris","heather.morris@sakilacustomer.org","88.76"
231,"Georgia","Jacobs","georgia.jacobs@sakilacustomer.org","88.77"
60,"Mildred","Bailey","mildred.bailey@sakilacustomer.org","88.78"
415,"Glenn","Pullen","glenn.pullen@sakilacustomer.org","88.78"
33,"Anna","Hill","anna.hill@sakilacustomer.org","88.80"
375,"Aaron","Selby","aaron.selby@sakilacustomer.org","88.80"
247,"Stella","Moreno","stella.moreno@sakilacustomer.org","88.81"
249,"Dora","Medina","dora.medina@sakilacustomer.org","88.81"
361,"Lawrence","Lawton","lawrence.lawton@sakilacustomer.org","89.71"
34,"Rebecca","Scott","rebecca.scott@sakilacustomer.org","89.76"
463,"Darrell","Power","darrell.power@sakilacustomer.org","89.76"
69,"Judy","Gray","judy.gray@sakilacustomer.org","89.77"
156,"Bertha","Ferguson","bertha.ferguson@sakilacustomer.org","89.77"
233,"Lillie","Kim","lillie.kim@sakilacustomer.org","89.77"
235,"Jackie","Lynch","jackie.lynch@sakilacustomer.org","89.77"
507,"Edgar","Rhoads","edgar.rhoads@sakilacustomer.org","89.77"
43,"Christine","Roberts","christine.roberts@sakilacustomer.org","89.78"
73,"Beverly","Brooks","beverly.brooks@sakilacustomer.org","89.78"
333,"Andrew","Purdy","andrew.purdy@sakilacustomer.org","89.78"
364,"Benjamin","Varney","benjamin.varney@sakilacustomer.org","89.78"
552,"Hugh","Waldrop","hugh.waldrop@sakilacustomer.org","89.80"
461,"Derek","Blakely","derek.blakely@sakilacustomer.org","90.73"
36,"Kathleen","Adams","kathleen.adams@sakilacustomer.org","90.75"
99,"Emily","Diaz","emily.diaz@sakilacustomer.org","90.77"
216,"Natalie","Meyer","natalie.meyer@sakilacustomer.org","90.78"
261,"Deanna","Byrd","deanna.byrd@sakilacustomer.org","90.78"
64,"Judith","Cox","judith.cox@sakilacustomer.org","91.70"
323,"Matthew","Mahan","matthew.mahan@sakilacustomer.org","91.75"
570,"Ivan","Cromwell","ivan.cromwell@sakilacustomer.org","91.75"
392,"Sean","Douglass","sean.douglass@sakilacustomer.org","91.77"
201,"Vicki","Fields","vicki.fields@sakilacustomer.org","91.78"
417,"Travis","Estep","travis.estep@sakilacustomer.org","91.78"
37,"Pamela","Baker","pamela.baker@sakilacustomer.org","91.79"
212,"Wilma","Richards","wilma.richards@sakilacustomer.org","91.80"
489,"Ricardo","Meador","ricardo.meador@sakilacustomer.org","91.81"
505,"Rafael","Abney","rafael.abney@sakilacustomer.org","91.81"
188,"Melanie","Armstrong","melanie.armstrong@sakilacustomer.org","92.75"
275,"Carole","Barnett","carole.barnett@sakilacustomer.org","92.75"
474,"Dustin","Gillette","dustin.gillette@sakilacustomer.org","92.75"
182,"Renee","Lane","renee.lane@sakilacustomer.org","92.76"
516,"Elmer","Noe","elmer.noe@sakilacustomer.org","92.76"
431,"Joel","Francisco","joel.francisco@sakilacustomer.org","92.78"
511,"Chester","Benner","chester.benner@sakilacustomer.org","92.78"
81,"Andrea","Henderson","andrea.henderson@sakilacustomer.org","92.79"
365,"Bruce","Schwarz","bruce.schwarz@sakilacustomer.org","92.79"
307,"Joseph","Joy","joseph.joy@sakilacustomer.org","92.80"
544,"Cody","Nolen","cody.nolen@sakilacustomer.org","92.80"
47,"Frances","Parker","frances.parker@sakilacustomer.org","92.81"
12,"Nancy","Thomas","nancy.thomas@sakilacustomer.org","93.74"
377,"Howard","Fortner","howard.fortner@sakilacustomer.org","93.74"
229,"Tamara","Nguyen","tamara.nguyen@sakilacustomer.org","93.75"
383,"Martin","Bales","martin.bales@sakilacustomer.org","93.75"
385,"Phillip","Holm","phillip.holm@sakilacustomer.org","93.76"
105,"Dawn","Sullivan","dawn.sullivan@sakilacustomer.org","93.78"
336,"Joshua","Mark","joshua.mark@sakilacustomer.org","93.78"
319,"Ronald","Weiner","ronald.weiner@sakilacustomer.org","93.79"
443,"Francisco","Skidmore","francisco.skidmore@sakilacustomer.org","93.79"
432,"Edwin","Burk","edwin.burk@sakilacustomer.org","93.80"
528,"Claude","Herzog","claude.herzog@sakilacustomer.org","93.80"
321,"Kevin","Schuler","kevin.schuler@sakilacustomer.org","93.83"
111,"Carmen","Owens","carmen.owens@sakilacustomer.org","94.75"
10,"Dorothy","Taylor","dorothy.taylor@sakilacustomer.org","94.76"
153,"Suzanne","Nichols","suzanne.nichols@sakilacustomer.org","94.76"
161,"Geraldine","Perkins","geraldine.perkins@sakilacustomer.org","94.76"
546,"Kelly","Knott","kelly.knott@sakilacustomer.org","94.76"
276,"Brandy","Graves","brandy.graves@sakilacustomer.org","94.77"
68,"Nicole","Peterson","nicole.peterson@sakilacustomer.org","94.78"
150,"Danielle","Daniels","danielle.daniels@sakilacustomer.org","94.78"
22,"Laura","Rodriguez","laura.rodriguez@sakilacustomer.org","94.81"
132,"Esther","Crawford","esther.crawford@sakilacustomer.org","95.72"
199,"Beth","Franklin","beth.franklin@sakilacustomer.org","95.76"
339,"Walter","Perryman","walter.perryman@sakilacustomer.org","95.76"
456,"Ronnie","Ricketts","ronnie.ricketts@sakilacustomer.org","95.76"
180,"Stacy","Cunningham","stacy.cunningham@sakilacustomer.org","95.78"
324,"Gary","Coy","gary.coy@sakilacustomer.org","95.78"
488,"Shane","Millard","shane.millard@sakilacustomer.org","95.78"
541,"Darren","Windham","darren.windham@sakilacustomer.org","95.78"
106,"Connie","Wallace","connie.wallace@sakilacustomer.org","95.79"
578,"Willard","Lumpkin","willard.lumpkin@sakilacustomer.org","95.79"
554,"Dwayne","Olvera","dwayne.olvera@sakilacustomer.org","95.80"
74,"Denise","Kelly","denise.kelly@sakilacustomer.org","96.74"
422,"Melvin","Ellington","melvin.ellington@sakilacustomer.org","96.75"
500,"Reginald","Kinder","reginald.kinder@sakilacustomer.org","96.75"
286,"Velma","Lucas","velma.lucas@sakilacustomer.org","96.76"
317,"Edward","Baugh","edward.baugh@sakilacustomer.org","96.76"
445,"Micheal","Forman","micheal.forman@sakilacustomer.org","96.76"
14,"Betty","White","betty.white@sakilacustomer.org","96.77"
414,"Vincent","Ralston","vincent.ralston@sakilacustomer.org","96.77"
83,"Louise","Jenkins","louise.jenkins@sakilacustomer.org","96.78"
352,"Albert","Crouse","albert.crouse@sakilacustomer.org","96.78"
268,"Nina","Soto","nina.soto@sakilacustomer.org","96.79"
269,"Cassandra","Walters","cassandra.walters@sakilacustomer.org","96.79"
379,"Carlos","Coughlin","carlos.coughlin@sakilacustomer.org","96.79"
256,"Mabel","Holland","mabel.holland@sakilacustomer.org","97.75"
581,"Virgil","Wofford","virgil.wofford@sakilacustomer.org","97.75"
123,"Shannon","Freeman","shannon.freeman@sakilacustomer.org","97.77"
192,"Laurie","Lawrence","laurie.lawrence@sakilacustomer.org","97.78"
409,"Rodney","Moeller","rodney.moeller@sakilacustomer.org","97.78"
475,"Pedro","Chestnut","pedro.chestnut@sakilacustomer.org","97.78"
562,"Wallace","Slone","wallace.slone@sakilacustomer.org","97.78"
460,"Leon","Bostic","leon.bostic@sakilacustomer.org","97.79"
65,"Rose","Howard","rose.howard@sakilacustomer.org","97.80"
367,"Adam","Gooch","adam.gooch@sakilacustomer.org","97.80"
580,"Ross","Grey","ross.grey@sakilacustomer.org","98.74"
264,"Gwendolyn","May","gwendolyn.may@sakilacustomer.org","98.75"
374,"Jeremy","Hurtado","jeremy.hurtado@sakilacustomer.org","98.75"
425,"Francis","Sikes","francis.sikes@sakilacustomer.org","98.75"
175,"Annette","Olson","annette.olson@sakilacustomer.org","98.76"
537,"Clinton","Buford","clinton.buford@sakilacustomer.org","98.76"
329,"Frank","Waggoner","frank.waggoner@sakilacustomer.org","98.77"
19,"Ruth","Martinez","ruth.martinez@sakilacustomer.org","98.82"
381,"Bobby","Boudreau","bobby.boudreau@sakilacustomer.org","99.68"
452,"Tom","Milner","tom.milner@sakilacustomer.org","99.71"
503,"Angel","Barclay","angel.barclay@sakilacustomer.org","99.72"
563,"Ken","Prewitt","ken.prewitt@sakilacustomer.org","99.73"
57,"Evelyn","Morgan","evelyn.morgan@sakilacustomer.org","99.74"
297,"Sherri","Rhodes","sherri.rhodes@sakilacustomer.org","99.74"
11,"Lisa","Anderson","lisa.anderson@sakilacustomer.org","99.77"
519,"Ron","Deluca","ron.deluca@sakilacustomer.org","99.78"
135,"Juanita","Mason","juanita.mason@sakilacustomer.org","100.72"
219,"Willie","Howell","willie.howell@sakilacustomer.org","100.75"
251,"Vickie","Brewer","vickie.brewer@sakilacustomer.org","100.75"
517,"Brad","Mccurdy","brad.mccurdy@sakilacustomer.org","100.76"
572,"Sidney","Burleson","sidney.burleson@sakilacustomer.org","100.76"
486,"Glen","Talbert","glen.talbert@sakilacustomer.org","100.77"
405,"Leonard","Schofield","leonard.schofield@sakilacustomer.org","101.70"
593,"Rene","Mcalister","rene.mcalister@sakilacustomer.org","101.76"
100,"Robin","Hayes","robin.hayes@sakilacustomer.org","101.77"
466,"Leo","Ebert","leo.ebert@sakilacustomer.org","101.78"
44,"Marie","Turner","marie.turner@sakilacustomer.org","101.79"
126,"Ellen","Simpson","ellen.simpson@sakilacustomer.org","102.75"
190,"Yolanda","Weaver","yolanda.weaver@sakilacustomer.org","102.75"
98,"Lillian","Griffin","lillian.griffin@sakilacustomer.org","102.76"
587,"Sergio","Stanfield","sergio.stanfield@sakilacustomer.org","102.76"
510,"Ben","Easter","ben.easter@sakilacustomer.org","102.77"
553,"Max","Pitt","max.pitt@sakilacustomer.org","102.77"
292,"Misty","Lambert","misty.lambert@sakilacustomer.org","102.78"
20,"Sharon","Robinson","sharon.robinson@sakilacustomer.org","103.73"
408,"Manuel","Murrell","manuel.murrell@sakilacustomer.org","103.73"
202,"Carla","Gutierrez","carla.gutierrez@sakilacustomer.org","103.74"
214,"Kristin","Johnston","kristin.johnston@sakilacustomer.org","103.74"
245,"Courtney","Day","courtney.day@sakilacustomer.org","103.74"
280,"Tracey","Barrett","tracey.barrett@sakilacustomer.org","103.77"
296,"Ramona","Hale","ramona.hale@sakilacustomer.org","103.77"
341,"Peter","Menard","peter.menard@sakilacustomer.org","103.78"
442,"Leroy","Bustamante","leroy.bustamante@sakilacustomer.org","104.71"
397,"Jimmy","Schrader","jimmy.schrader@sakilacustomer.org","104.72"
25,"Deborah","Walker","deborah.walker@sakilacustomer.org","104.73"
31,"Brenda","Wright","brenda.wright@sakilacustomer.org","104.74"
407,"Dale","Ratcliff","dale.ratcliff@sakilacustomer.org","104.74"
121,"Josephine","Gomez","josephine.gomez@sakilacustomer.org","104.75"
171,"Dolores","Wagner","dolores.wagner@sakilacustomer.org","104.75"
289,"Violet","Rodriquez","violet.rodriquez@sakilacustomer.org","104.76"
493,"Brent","Harkins","brent.harkins@sakilacustomer.org","104.78"
345,"Carl","Artis","carl.artis@sakilacustomer.org","104.79"
28,"Cynthia","Young","cynthia.young@sakilacustomer.org","105.70"
444,"Marcus","Hidalgo","marcus.hidalgo@sakilacustomer.org","105.72"
96,"Diana","Alexander","diana.alexander@sakilacustomer.org","105.73"
40,"Amanda","Carter","amanda.carter@sakilacustomer.org","105.74"
396,"Earl","Shanks","earl.shanks@sakilacustomer.org","105.74"
58,"Jean","Bell","jean.bell@sakilacustomer.org","105.76"
400,"Bryan","Hardison","bryan.hardison@sakilacustomer.org","105.76"
193,"Katie","Elliott","katie.elliott@sakilacustomer.org","105.77"
294,"Shelly","Watts","shelly.watts@sakilacustomer.org","105.77"
127,"Elaine","Stevens","elaine.stevens@sakilacustomer.org","105.78"
331,"Eric","Robert","eric.robert@sakilacustomer.org","105.78"
490,"Sam","Mcduffie","sam.mcduffie@sakilacustomer.org","105.78"
138,"Hazel","Warren","hazel.warren@sakilacustomer.org","106.68"
52,"Julie","Sanchez","julie.sanchez@sakilacustomer.org","106.72"
23,"Sarah","Lewis","sarah.lewis@sakilacustomer.org","106.73"
160,"Erin","Dunn","erin.dunn@sakilacustomer.org","106.73"
457,"Bill","Gavin","bill.gavin@sakilacustomer.org","106.73"
116,"Victoria","Gibson","victoria.gibson@sakilacustomer.org","106.74"
471,"Dean","Sauer","dean.sauer@sakilacustomer.org","106.74"
234,"Claudia","Fuller","claudia.fuller@sakilacustomer.org","106.75"
155,"Gail","Knight","gail.knight@sakilacustomer.org","106.76"
240,"Marlene","Welch","marlene.welch@sakilacustomer.org","106.77"
343,"Douglas","Graf","douglas.graf@sakilacustomer.org","106.77"
477,"Dan","Paine","dan.paine@sakilacustomer.org","106.79"
91,"Lois","Butler","lois.butler@sakilacustomer.org","107.66"
254,"Maxine","Silva","maxine.silva@sakilacustomer.org","107.70"
418,"Jeff","East","jeff.east@sakilacustomer.org","107.70"
157,"Darlene","Rose","darlene.rose@sakilacustomer.org","107.71"
145,"Lucille","Holmes","lucille.holmes@sakilacustomer.org","107.73"
441,"Mario","Cheatham","mario.cheatham@sakilacustomer.org","107.73"
588,"Marion","Ocampo","marion.ocampo@sakilacustomer.org","107.73"
332,"Stephen","Qualls","stephen.qualls@sakilacustomer.org","107.74"
427,"Jesus","Mccartney","jesus.mccartney@sakilacustomer.org","107.77"
571,"Johnnie","Chisholm","johnnie.chisholm@sakilacustomer.org","107.78"
293,"Mae","Fletcher","mae.fletcher@sakilacustomer.org","107.79"
167,"Sally","Pierce","sally.pierce@sakilacustomer.org","108.71"
239,"Minnie","Romero","minnie.romero@sakilacustomer.org","108.72"
574,"Julian","Vest","julian.vest@sakilacustomer.org","108.73"
334,"Raymond","Mcwhorter","raymond.mcwhorter@sakilacustomer.org","108.75"
518,"Gabriel","Harder","gabriel.harder@sakilacustomer.org","108.75"
277,"Olga","Jimenez","olga.jimenez@sakilacustomer.org","108.76"
590,"Seth","Hannon","seth.hannon@sakilacustomer.org","108.76"
594,"Eduardo","Hiatt","eduardo.hiatt@sakilacustomer.org","108.77"
284,"Sonia","Gregory","sonia.gregory@sakilacustomer.org","108.78"
424,"Kyle","Spurlock","kyle.spurlock@sakilacustomer.org","109.71"
386,"Todd","Tan","todd.tan@sakilacustomer.org","109.72"
446,"Theodore","Culp","theodore.culp@sakilacustomer.org","109.72"
481,"Herman","Devore","herman.devore@sakilacustomer.org","109.72"
376,"Randy","Gaither","randy.gaither@sakilacustomer.org","109.73"
447,"Clifford","Bowens","clifford.bowens@sakilacustomer.org","109.73"
538,"Ted","Breaux","ted.breaux@sakilacustomer.org","109.73"
16,"Sandra","Martin","sandra.martin@sakilacustomer.org","109.75"
220,"Charlene","Alvarez","charlene.alvarez@sakilacustomer.org","109.75"
575,"Isaac","Oglesby","isaac.oglesby@sakilacustomer.org","109.76"
170,"Beatrice","Arnold","beatrice.arnold@sakilacustomer.org","109.77"
536,"Fernando","Churchill","fernando.churchill@sakilacustomer.org","109.77"
241,"Heidi","Larson","heidi.larson@sakilacustomer.org","110.68"
595,"Terrence","Gunderson","terrence.gunderson@sakilacustomer.org","110.71"
90,"Ruby","Washington","ruby.washington@sakilacustomer.org","110.72"
559,"Everett","Banda","everett.banda@sakilacustomer.org","110.72"
